Statement,Label,Party_Affiliation,Subjects
"The Obama administration ""spent more money on the Cash for Clunkers program than the space program.""",FALSE,republican,"abortion,health-care"
"Wikileaks also shows how John Podesta rigged the polls by oversampling Democrats, a voter suppression technique.",FALSE,republican,"education,natural-disasters"
Florida has more concealed weapons permits than any other state.,TRUE,democrat,"economy,jobs,trade"
"Says Hillary Clinton told her daughter and a government official that Benghazi was a terrorist attack, and then tells everybody else that it was a video.",FALSE,democrat,job-accomplishments
Google search spike suggests many people dont know why they voted for Brexit.,FALSE,none,elections
"I got a letter from 20 people who said they wanted their money back, 14 never gave me a penny.",TRUE,democrat,military
Scott Walkers income tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.,FALSE,democrat,taxes
Gov. Kitzhaber oversaw creation of the Oregon driver card law behind closed doors without allowing any input from citizens who represent the public interest.,FALSE,democrat,"environment,public-health"
"So that 2005 energy bill was a big step backwards on the path to clean, renewable energy. That's why I voted against it.",FALSE,republican,energy
There are 500 registered Republicans moving to Texas every day.,TRUE,republican,"taxes,abc-news-week"
Says an arts tax would provide funding for certified arts and music teachers for every elementary school serving Portland residents.,TRUE,democrat,congressional-rules
"Every year the average woman loses around $11,000 to the wage gap, which amounts to a $500,000 vagina tax over her working career.",TRUE,republican,"guns,health-care"
Says abortions are decreasing.,TRUE,republican,"income,jobs,women"
Abraham Lincoln (once) jumped out of a window in the Illinois Legislature in order to deny a quorum.,TRUE,republican,"transportation,unions"
Those who fail to buy health insurance under Obamacare face the threat of jail time.,FALSE,newsmaker,"message-machine,retirement,taxes"
"Since December 2010 Florida has created 540,000 new jobs.",TRUE,democrat,taxes
People who wash cars at home will use approximately 80 percent more water than they do in a car wash.,FALSE,republican,"health-care,medicare,state-budget"
The U.S. Court of Appeals for the Fourth Circuit compared the health care law to buying a pepperoni and ham pizza from Dominos or Pizza Hut.,TRUE,republican,"economy,market-regulation"
On choosing a Texas House speaker,FALSE,democrat,"elections,immigration,poverty"
She flunked the D.C. bar exam.,TRUE,none,"abortion,health-care,immigration"
"Because of the new health care law, 2.5 million young adults now have coverage.",TRUE,democrat,immigration
Pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and Harrisburg has lost 40 percent of its manufacturing jobs since 2001.,TRUE,republican,"federal-budget,government-efficiency,health-care"
Farouk is on fire.,TRUE,none,education
Says Patrick Murphy was named one of Americas least effective congressmen.,FALSE,republican,"energy,gas-prices,transportation"
Obamacare adds trillions to our deficits and to our national debt.,FALSE,republican,foreign-policy
"Frankly, (Hillary Clinton) doesnt do very well with women.",FALSE,republican,taxes
Says Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes.,FALSE,democrat,"federal-budget,medicare"
The gun industry isthe only business in America that is wholly protected from any kind of liability.,FALSE,democrat,"jobs,state-budget"
Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.,TRUE,republican,immigration
Says Peter DeFazio votes with Nancy Pelosi 86 percent of the time.,TRUE,republican,space
The only people in this town that have voted to cut Medicare spending are the people who voted in favor of Obamacare. Thats a fact.,FALSE,republican,polls
America never made up for the gutting of the intelligence services that Bill Clinton did. I think those are (former CIA director George) Tenet's words ... that Bill Clinton gutted American intelligence.,TRUE,republican,guns
Says Barack Obama didnt keep his promise to have an immigration bill in his first year.,TRUE,republican,"foreign-policy,terrorism"
"In the early 1960s, all levels of government were consuming about 27 percent of the U.S. economy, a number that has risen to 37 percent today. With that trendline, we cease at some point to be a free economy.",FALSE,organization,technology
"Hillary Clinton ""actually differed with (John McCain) by arguing for exceptions for torture before changing positions.""",TRUE,democrat,campaign-finance
The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district.,TRUE,democrat,"income,jobs,state-budget,state-finances,taxes"
"Health insurance companies are making record profits, right now.",FALSE,organization,immigration
"Every 10th dollar spent by the Social Security Administration on its program for the poor is waste, or fraud, they cant validate that the people should have gotten it, totaling about $8 billion a year.",TRUE,democrat,energy
"Says Bill Clinton gave a speech in 1996 about Iraq having WMDs and said we needed a regime change, even though everyone blamed those things on George W. Bush.",FALSE,republican,population
This governor has given us continual balanced budgets without raising taxes.,TRUE,none,taxes
"President Obama was saying success is the result of government, not hard-working people, when he said, If youve got a business, you didnt build that. Somebody else made that happen.",FALSE,democrat,"income,women"
Says Thom Tillis refuses to say what we should do to combat ISIS.,TRUE,democrat,abortion
"Fox admits they lie and, under the First Amendment, have the right to lie or deliberately distort news reports on public airwaves.",FALSE,democrat,"history,labor,state-budget"
Idaho was the only Republican-led state in the nation that chose to partner with President Obama by creating a state-based marketplace under the Affordable Care Act.,FALSE,republican,health-care
Federal investigators found a company that (David Perdue) ran discriminated against women -- paid them less than men for the same work.,TRUE,republican,jobs
"Says weve accomplished balancing two budgets without raising taxes. Weve now created 60,000 new private-sector jobs. Weve made government smaller.",TRUE,democrat,"environment,state-budget,taxes,water"
(The farm bill) has aprovision that would in many ways reduce the deficit.,TRUE,democrat,health-care
Nobodys invited us to the Obama events in Atlanta.,FALSE,republican,"elections,states"
A (state) trooper with 10 years on the force is getting $500 a year more than a trooper with 10 minutes on the force.,FALSE,none,candidates-biography
Only about a third of Texans who enroll in college graduate.,TRUE,democrat,"health-care,job-accomplishments,message-machine-2012"
"For the last decade, Floridians salaries have shrunk substantially when adjusted for inflation.",TRUE,republican,jobs
"Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets.",TRUE,democrat,job-accomplishments
Says Bill Nelson cast the deciding vote for Obamacare cutting Medicare spending by $700 billion and letting an unelected board decide what gets covered here.,FALSE,organization,congress
Christmas trees are grown in all 50 States.,TRUE,republican,"federal-budget,health-care"
